,id,title,original_title,release_date,overview,original_language,origin_country,genres,adult
7443,7443,Chicken Run,Chicken Run,2000-06-23,"The creators of Wallace & Gromit bring you an exciting and original story about a group of chickens determined to fly the coop–even if they can’t fly! It’s hardly poultry in motion when Rocky attempts to teach Ginger and her feathered friends to fly…but, with teamwork, determination and a little bit o’ cluck, the fearless flock plots one last attempt in a spectacular bid for freedom.",en,['US'],"['Animation', 'Comedy', 'Family']",False
2123,2123,"Me, Myself & Irene","Me, Myself & Irene",2000-06-22,"Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",en,['US'],['Comedy'],False
2024,2024,The Patriot,The Patriot,2000-06-28,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",en,['US'],"['Drama', 'History', 'War', 'Action']",False
17711,17711,The Adventures of Rocky & Bullwinkle,The Adventures of Rocky & Bullwinkle,2000-06-30,"Rocky and Bullwinkle have been living off the finances made from the reruns of their cartoon show. Boris and Natasha somehow manage to crossover into reality and team up with Fearless Leader, an evil criminal turned media mogul with some evil plans up his sleeve. Rocky and Bullwinkle must stop the three of them before they wreak havoc.",en,['US'],"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",False
2133,2133,The Perfect Storm,The Perfect Storm,2000-06-29,"In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail.",en,['US'],"['Drama', 'Adventure', 'Action']",False
29946,29946,The Golden Bowl,The Golden Bowl,2000-05-14,"Adam Verver, a US billionaire in London, dotes on daughter Maggie. An impecunious Italian, Prince Amerigo, marries her even though her best friend, Charlotte Stant, is his lover. She and Amerigo keep this secret from Maggie, so Maggie interests her widowed father in Charlotte, who is happy with the match because she wants to be close to Amerigo. Charlotte desires him, the lovers risk discovery, Amerigo longs for Italy, Maggie wants to spare her father's pain, and Adam wants to return to America to build a museum. Amidst lies and artifice, what fate awaits adulterers?",en,"['US', 'GB']","['Romance', 'Drama']",False
25993,25993,Asylum,Asylum,1972-11-17,"A young psychiatrist applies for a job at a mental asylum and must pass a test by interviewing four patients. He must figure out which of the patients, is in fact, the doctor that he would be replacing if hired.",en,['GB'],['Horror'],False
28774,28774,Communion,Communion,1989-11-10,A novelist's wife and son see him changed by an apparent encounter with aliens in the mountains.,en,"['US', 'GB']","['Drama', 'Horror', 'Science Fiction', 'Thriller']",False
46929,46929,Fun and Fancy Free,Fun and Fancy Free,1947-09-27,"Jiminy Cricket hosts two Disney animated shorts: Bongo about a circus bear escaping to the wild, and Mickey and the Beanstalk, a take on the famous fairy tale.",en,['US'],"['Animation', 'Music']",False
11598,11598,The Kentucky Fried Movie,The Kentucky Fried Movie,1977-08-10,"A series of loosely connected skits that spoof news programs, commercials, porno films, kung-fu films, disaster films, blaxploitation films, spy films, mafia films, and the fear that somebody is watching you on the other side of the TV.",en,['US'],['Comedy'],False
9702,9702,Bound by Honor,Bound by Honor,1993-02-05,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo.",en,['US'],"['Crime', 'Action', 'Drama', 'Thriller']",False
117026,117026,Daughter of Dr. Jekyll,Daughter of Dr. Jekyll,1957-06-28,"A young woman discovers she is the daughter of the infamous Dr. Jekyll, and begins to believe that she may also have a split personality, one of whom is a ruthless killer.",en,['US'],['Horror'],False
9873,9873,F/X,F/X,1986-02-07,"A movies special effects man is hired by a government agency to help stage the assassination of a well known gangster. When the agency double cross him, he uses his special effects to trap the gangster and the corrupt agents.",en,['US'],"['Action', 'Thriller']",False
16820,16820,F/X2,F/X2,1991-04-16,"F/X man Rollie Tyler is now a toymaker. Mike, the ex-husband of his girlfriend Kim, is a cop. He asks Rollie to help catch a killer. The operation goes well until some unknown man kills both the killer and Mike. Mike's boss, Silak says it was the killer who killed Mike but Rollie knows it wasn't. Obviously, Silak is involved with Mike's death, so he calls on Leo McCarthy, the cop from the last movie, who is now a P.I., for help and they discover it's not just Silak they have to worry about.",en,['US'],"['Action', 'Thriller']",False
14864,14864,The Hot Spot,The Hot Spot,1990-10-12,"Upon arriving to a small town, a drifter quickly gets into trouble with the local authorities — and the local women — after he robs a bank.",en,['US'],"['Romance', 'Crime', 'Thriller']",False
15379,15379,Missing in Action,Missing in Action,1984-11-16,"American servicemen are still being held captive in Vietnam and it's up to one man to bring them home in this blistering, fast-paced action/adventure starring martial arts superstar Chuck Norris. Following a daring escape from a Vietnamese POW camp, Special Forces Colonel James Braddock (Norris) is on a mission to locate and save remaining MIAs.",en,['US'],"['Action', 'Adventure', 'Thriller', 'War']",False
12764,12764,Missing in Action 2: The Beginning,Missing in Action 2: The Beginning,1985-03-01,"Prequel to the first Missing In Action, set in the early 1980s it shows the capture of Colonel Braddock during the Vietnam war in the 1970s, and his captivity with other American POWs in a brutal prison camp, and his plans to escape.",en,['US'],"['Action', 'War']",False
27352,27352,Braddock: Missing in Action III,Braddock: Missing in Action III,1988-01-22,"When Colonel James Braddock is told that his Asian wife and 12-year-old son are still alive in Communist Vietnam, he mounts a one-man assault to free them. Armed with the latest high-tech firepower, Braddock fights his way into the heart of the country and ends up battling his way out with several dozen abused Amerasian children in tow! Struggling to keep them alive while outmaneuvering a sadistic Vietnamese officer, Braddock ignites the jungle in a blazing cross-country race for freedom.",en,['US'],"['Action', 'War']",False
8348,8348,Thunderbolt and Lightfoot,Thunderbolt and Lightfoot,1974-05-23,"With the help of an irreverent young sidekick, a bank robber gets his old gang back together to organise a daring new heist.",en,['US'],"['Crime', 'Comedy', 'Action', 'Drama']",False
24099,24099,Dreamscape,Dreamscape,1984-08-15,"In order to diagnose the psychic traumas suffered by his patients, Dr. Paul Novotny gets young Alex Gardner to enter their dreams.",en,['US'],"['Drama', 'Science Fiction', 'Thriller']",False
17897,17897,The Golden Voyage of Sinbad,The Golden Voyage of Sinbad,1973-12-20,"Sinbad and his crew intercept a homunculus carrying a golden tablet. Koura, the creator of the homunculus and practitioner of evil magic, wants the tablet back and pursues Sinbad. Meanwhile, Sinbad meets the Vizier who has another part of the interlocking golden map, and they mount a quest across the seas to solve the riddle of the map.",en,"['US', 'GB']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Family']",False
28050,28050,Hatchet for the Honeymoon,Il rosso segno della follia,1970-06-02,A madman haunted by the ghost of his ex-wife carves a corpse-laden trail.,it,['IT'],"['Horror', 'Thriller']",False
16094,16094,House Party,House Party,1990-01-20,"Young Kid has been invited to a party at his friend Play's house. But after a fight at school, Kid's father grounds him. None the less, Kid sneaks out when his father falls asleep. But Kid doesn't know that three of the thugs at school have decided to give him a lesson in behavior.",en,['US'],['Comedy'],False
16096,16096,House Party 2,House Party 2,1991-10-23,Kid'N'Play leave their neighborhood and enter the world of adulthood and higher education. Play attempts to get rich quick in the music business while Kid faces the challenges of college.,en,['US'],['Comedy'],False
20343,20343,Make Mine Music,Make Mine Music,1946-06-30,"In the tradition of Fantasia, Make Mine Music is a glorious collection of musically charged animated shorts featuring such fun-filled favorites as ""Peter and the Wolf"", narrated by the beloved voice behind Winnie the Pooh. In addition you'll enjoy such classic cartoon hits as ""Casey at the Bat,"" ""The Whale Who Wanted to Sing at the Met"" and ""Johnnie Fedora and Alice Bluebonnet.""",en,['US'],"['Animation', 'Music', 'Family']",False
13757,13757,Melody Time,Melody Time,1948-05-27,"In the grand tradition of Disney's great musical classics, Melody Time features seven timeless stories, each enhanced with high-spirited music and unforgettable characters. You'll be sure to tap your toes and clap your hands in this witty feast for the eyes and ears.",en,['US'],"['Animation', 'Music', 'Family']",False
